CallId;CallReceiveTone;CallType;Name
2045087;off;private;PD8B Berrie
2046176;off;private;PD8BEW Johan
2047170;off;private;PD8G Gijs
2047160;off;private;PD8H Hennie
2041096;off;private;PD8KB Karel
2045010;off;private;PD8KRW Roel
2045011;off;private;PD8KRW. Roel
2042205;off;private;PD8M Marco
2047038;off;private;PD8R Rob
2046091;off;private;PD8RW Roy
2045009;off;private;PD9BG Beau
2047094;off;private;PD9BN Janko
2047100;off;private;PD9BTB Ben
2041142;off;private;PD9C Heico
2046052;off;private;PD9FDG Fred
2046074;off;private;PD9FDG. Fred
2042077;off;private;PD9FJ Ferdi
2048105;off;private;PD9G Gerard
2044127;off;private;PD9HIX Sander
2042073;off;private;PD9JG Patrick
2045118;off;private;PD9JS Jeroen
2042254;off;private;PD9M Mathijn
2045142;off;private;PD9MK Maurice
2041055;off;private;PD9SW Steef
2041092;off;private;PD9T Tim
2041102;off;private;PD9WTN Richard
2048101;off;private;PD9X Laurens
2046096;off;private;PE0F Frans
2044058;off;private;PE0FK Frank
2046086;off;private;PE0HBE Harry
2041097;off;private;PE0JXA Jan
2047138;off;private;PE0RVA Reinout
2047179;off;private;PE1ADY Piet
2042154;off;private;PE1AGO Hans
2048168;off;private;PE1ANV Leo
2043058;off;private;PE1ARN Carel
2044033;off;private;PE1ASK Harm
2048014;off;private;PE1AWT Henk
2046193;off;private;PE1AZZ Piet
2044054;off;private;PE1B Ruud
2046127;off;private;PE1BGO Guus
2046012;off;private;PE1BJV Michel
2041038;off;private;PE1BMM William
2043004;off;private;PE1BQE Ton
2046183;off;private;PE1BRJ Peter
2047034;off;private;PE1BZF William
2046178;off;private;PE1CHZ Ed
2044028;off;private;PE1CTK Jos
2042278;off;private;PE1CUL Jack
2045171;off;private;PE1CVT Ad
2045005;off;private;PE1DGW Ad
2045006;off;private;PE1DGW. Ad
2043066;off;private;PE1DON Evert
2046062;off;private;PE1DSC Piet
2041075;off;private;PE1DWK Arie
2042291;off;private;PE1ECL Mario
2043130;off;private;PE1FXK Frederik
2041201;off;private;PE1GAG Hans
2047006;off;private;PE1GDF Herman
2041078;off;private;PE1GP Tycho
2042017;off;private;PE1GXW Arnold
2043034;off;private;PE1HCB Hans
2042218;off;private;PE1HEW Alex
2047182;off;private;PE1HGY Willem
2044013;off;private;PE1HIO Joop
2043101;off;private;PE1HKJ Leo
2043116;off;private;PE1HLV Ruud
2041131;off;private;PE1IBA Gerrit
2045094;off;private;PE1ITR Rob
2042135;off;private;PE1JAL Peter
2042328;off;private;PE1JBG Andre
2048177;off;private;PE1JD Jan
2047169;off;private;PE1JEL Andre
2043083;off;private;PE1JKR Wim
2042293;off;private;PE1JLZ Rinus
2047168;off;private;PE1JQK Sjouke
2041185;off;private;PE1JZQ Hans-Will
2044019;off;private;PE1KAP Piet
2044103;off;private;PE1KGX Ton
2042204;off;private;PE1KTU Rene
2043021;off;private;PE1LID Ronald
2041186;off;private;PE1LJY Fred
2042272;off;private;PE1LON John
2041191;off;private;PE1LQZ Rob
2042300;off;private;PE1LUR Robert
2046097;off;private;PE1MBS John
2046029;off;private;PE1MEW Remko
2044018;off;private;PE1MFS Jan
2042009;off;private;PE1MHF Michael
2048186;off;private;PE1MJG Peter
2047056;off;private;PE1MRN Jan
2046007;off;private;PE1MSW Maikel
2042177;off;private;PE1MXU Rinus
2046084;off;private;PE1NAG Niels
2048096;off;private;PE1NAO Alfred
2046163;off;private;PE1NAP Wim
2046082;off;private;PE1NIB Chris
2048035;off;private;PE1NMM Hans
2042031;off;private;PE1NVA Rob
2043003;off;private;PE1NWR Tineke
2042021;off;private;PE1OCD Rene
2047152;off;private;PE1OEJ Albert
2048039;off;private;PE1OID Jan
2048131;off;private;PE1OIS Arjan
2044123;off;private;PE1OJX Frans
2048006;off;private;PE1OLM Gialt
2043119;off;private;PE1OMK Cor
2042190;off;private;PE1OOP Bart
2046023;off;private;PE1OPG Ruud
2044011;off;private;PE1OQP Rob
2042307;off;private;PE1ORP Andre
2042149;off;private;PE1PDC Evert
2048120;off;private;PE1PDX Mark
2046170;off;private;PE1PFO Remco
2046195;off;private;PE1PIN Roland
2044109;off;private;PE1PJD Roy
2046016;off;private;PE1PKB Pieter
2044012;off;private;PE1PLM Guus
2047026;off;private;PE1PLO Rob
2042169;off;private;PE1PLR Frans
2045061;off;private;PE1PMD Olaf
2045065;off;private;PE1PMD. Olaf
2042033;off;private;PE1PNF Ina
2045060;off;private;PE1PQF Jan Fred 
2041111;off;private;PE1PTM Ron
2044045;off;private;PE1PTS Michel
2044052;off;private;PE1PTS. Michel
2047024;off;private;PE1PUK Joop
2048003;off;private;PE1PWF Edwin
2043134;off;private;PE1PZU Marc
2042237;off;private;PE1REM Eric
2047016;off;private;PE1RF Roel
2043006;off;private;PE1RJV Paul
2044087;off;private;PE1RLN Thijs
2044032;off;private;PE1RMN Joost
2042164;off;private;PE1RMQ Jan
2046158;off;private;PE1RNA Jaco
2047076;off;private;PE1RNU Hans
2046050;off;private;PE1ROG Karl-Hein
2047131;off;private;PE1ROX Guido
2043094;off;private;PE1RQF Erik
2042052;off;private;PE1RTT Remko
2048119;off;private;PE1RYN Jan
2047073;off;private;PE1SCX Arjen
2048005;off;private;PE1SDA Johannes
2047021;off;private;PE1SDE Randaell
2047029;off;private;PE1SDE. Randaell
2047040;off;private;PE1SDE.. Loaner
2048057;off;private;PE2AM Bram
2042098;off;private;PE2APR Andrew
2048013;off;private;PE2AWT Anthony
2046194;off;private;PE2CJ Jacob
2046031;off;private;PE2CVF Roel
2046046;off;private;PE2CVF. Roel
2041015;off;private;PE2EPS Ewoud
2044038;off;private;PE2ERK Erik
2048173;off;private;PE2ETE Erik
2043106;off;private;PE2FLY Thierry
2046192;off;private;PE2GER Gery
2046067;off;private;PE2K Adriaan
2044031;off;private;PE2KMV Ronald
2042104;off;private;PE2MOS Mosch
2047154;off;private;PE2MSP Michel
2042315;off;private;PE2OND Aad
2042093;off;private;PE2PVD Patrick
2041153;off;private;PE2RDH Rudy
2042106;off;private;PE2RVD Rob
2044085;off;private;PE3BB Bart
2043125;off;private;PE3FRX Frank
2048071;off;private;PE4KD Klaas
2041171;off;private;PE4SVG Sander
2042292;off;private;PE5DX Roy
2041051;off;private;PE5GK Geert
2047130;off;private;PE5JW Joeri
2047087;off;private;PE5MIT Christoph
2042248;off;private;PE9R Rene
2043148;off;private;PE9W Kees
2042301;off;private;PG0BV Theo
2047047;off;private;PG2P Paul
2042137;off;private;PG3E Joop
2042096;off;private;PG4E Ed
2042100;off;private;PG4W Johan
2048128;off;private;PG5FRL Storm
2041068;off;private;PH0BOS Imre
2041065;off;private;PH0DV Dick
2048029;off;private;PH0H Henri
2047067;off;private;PH0HI Mario
2046139;off;private;PH0NY Albert
2047004;off;private;PH0PPL Peter
2042251;off;private;PH0RH Rene
2042182;off;private;PH0TR Ton
2042123;off;private;PH3GAL Remzi
2046144;off;private;PH3J Jan
2041085;off;private;PH4E Eline
2043079;off;private;PH4M Marco
2043010;off;private;PH4X Randy
2043015;off;private;PH4X. Randy
2044092;off;private;PH5T Teo
2042193;off;private;PH7THL Dave
2041126;off;private;PI4ASD Event
2048090;off;private;PI4BG Scouting
2045122;off;private;PI4DLZ Berrie
2045016;off;private;PI4KAR Kempische
2045007;off;private;PI5FTS Fontys
3620007;off;private;PJ2MAN Sherman
2403032;off;private;SM3GDT Hans
2045123;off;private;PD0TZ Yermolai
2045012;off;private;PD1GWF Gerben
2045194;off;private;PD2ON Pieter
2042224;off;private;PD2RVK Rody
2045082;off;private;PE0SSB Henk
2602002;off;private;SP2FRN Sebastian
2602004;off;private;SP2FRN Sebastian
